time,gap_time
2962912120,250
2976920120,313
2978379120,70
2993855620,214
2996020620,70
3008631620,142
3022471620,178
3029147120,97
3031406120,169
3037515120,79
3058778620,115
3061452120,232
3062037120,178
3063308620,133
3065181620,133
3069092120,205
3069189620,133
3070443120,214
3072624620,178
3073424620,79
3076212120,322
3082308120,133
3092602120,79
3099092120,70
3101082120,97
3108589620,169
3116495120,241
3117925120,70
3119342620,286
3146261120,241
3155010120,106
3156533620,61
3157397620,259
3161554620,70
3169388120,196
3169445120,142
3170464620,124
3176154620,187
3176509120,196
3177862120,187
3195011120,133
3195567620,169
3196161620,277
3211833120,106
3223012620,250
3233232620,214
3233668120,88
3242169120,142
3243737120,61
3247489120,151
3258213620,160
3269922620,61
3270751620,70
3272617620,79
3282919620,205
3288783120,277
3299151120,124
3305504120,268
3309777620,61
3311740120,79
3312199120,61
3313686120,151
3315537120,97
3323472620,97
3327418120,169
3331399120,97
3337819120,97
3343261620,160
3343577120,88
3348185120,70
3350492620,133
3351676620,160
3357334620,232
3366378620,214
3371870620,88
3372832120,187
3380821120,124
3380855120,88
3381659120,169
3383524620,205
3386536620,124
3392795620,115
3396752120,295
3401525120,160
3404579620,196
3416965620,178
3419200620,61
3423645120,61
3429906620,124
3431050620,142
3444339120,124
3448739620,178
3459773120,61
3462282620,133
3464125120,151
3472054120,169
3477767620,124
3482940120,151
3484660620,88
3488091620,61
3490612620,88
3490669620,70
3495937620,178
3497425120,79
3498431620,259
3511934120,187
3516632120,142
3520608120,79
3521983120,79
3524440620,205
3528962620,160
3533181120,70
3539752120,88
3553158620,160
3560068120,178
3562070120,250
3562402620,79
3567201120,115
3567847120,142
3567985120,70
3570234620,79
3573409620,169
3573564120,187
3586012620,97
3588934120,106
3590112120,232
3592033620,259
3612488120,70
3619707120,160
3621866120,133
3621980120,115
3623618620,115
3626813620,70
3626899120,232
3636350120,79
3645587620,88
3656948620,124
3657343120,223
3660039120,169
3665744620,223
3669488120,187
3671791620,88
3673935620,106
3681978120,169
3689751620,151
3693167620,214
3698877620,232
3703489620,196
3707890620,214
3712531620,88
3718527120,178
3718768620,88
3719124120,79
3720265620,61
3722358120,70
3731422620,88
3740085620,178
3747397120,160
3747952120,124
3750037120,106
3756163620,259
3759936120,142
3774387120,79
3774783620,160
3775852620,286
3783390620,151
3788161120,124
3793615120,169
3796167620,169
3797635620,70
3798030120,70
3798213120,79
3800865120,70
3803807120,187
3805658620,187
3808418620,196
3809094120,205
3814187620,106
3815655620,187
3821372620,133
3821752120,88
3822197120,61
3824504120,322
3825313120,133
3826920120,160
3845111620,304
3848420120,106
3869876120,61
3873022620,178
3875670620,115
3877128120,124
3887590620,70
3891199620,106
3895568120,268
3895602120,205
3910343620,196
3919405120,97
3926336620,70
3935689120,133
3939393620,124
3944461620,61
3947755620,106
3949840620,61
3956670620,79
3957180620,169
3958284620,259
3964116620,241
3978237620,124
3978542620,169
3979282120,205
3986264120,205
3986298120,106
3991599120,88
3997600120,160
4000061120,160
4015388620,61
4023780620,160
4028079120,268
4030991120,259
4032039620,124
4034112120,214
4034243620,106
4045719620,151
4048164620,178
4053508120,97
4061267620,178
4065233620,115
4069236620,97
4069397620,79
4072209120,106
4072547120,115
4074394120,106
4081174120,214
4083896620,97
4086785120,97
4088389620,70
4096967120,70
4100056120,142
4101322120,169
4101425120,277
4103301620,124
4103399120,259
4115309620,79
4122597620,187
4123742120,106
4134437120,178
4139149120,106
4143660620,61
4143791620,133
4145802620,133
4145854120,70
4147687620,88
4152268120,232
4156217620,196
4163625620,124
4165702620,61
4172223620,61
4176282620,70
4188712120,151
4190040120,187
4193378620,268
4196662120,196
4203358620,160
4205808620,106
4205934620,205
4212620620,214
4216619120,97
4218540620,97
4223803120,214
4239584120,88
4243397120,61
4244730120,151
4244902120,61
4249645120,79
4253909120,196
4254035120,250
4259547620,61
4265213120,97
4268498620,178
4274019120,304
4277513620,187
4278756620,115
4281092120,70
4289514620,115
4289859120,151
4292562120,160
4298187620,196
4300663120,214
4306212120,70
4311467120,124
4322926120,214
4325243120,133
4335082120,259
4342050620,250
4343598120,106
4345084620,142
4350748620,331
4351247620,79
4352741620,88
4353782620,232
4365494120,115
4368218620,151
4369122120,259
4372481620,196
4378198120,133
4386059120,61
4395981620,106
4397398620,115
4398579120,295
4398613120,178
4408216120,124
4419655620,160
4425691620,214
4427034620,214
4429779620,133
4430220120,115
4432917620,142
4434471620,214
4435692120,88
4442538120,70
4442704620,124
4446603620,241
4449534120,61
4454320120,169
4456932120,268
4465500620,106
4477682620,106
4478909120,61
4502680620,79
4508117620,223
4510640120,322
4512690620,79
4512906620,79
4514067120,304
4520316620,295
4528388620,232
4530000620,331
4544503620,160
4548652120,205
4554941120,250
4556381120,313
4557932620,304
4560141120,124
4561802120,196
4575266620,124
4586317120,61
4591126120,115
4592449620,70
4602534620,115
4603875620,151
4608077120,70
4608639620,196
4615844620,277
4617835620,97
4629973620,106
4638076120,79
4641795620,61
4647391620,178
4652289120,205
4653963620,232
4655732620,151
4656705120,88
4661605120,214
4666326620,106
4686773620,124
4695967620,115
4696001620,277
4705130120,187
4705296120,61
4708710120,70
4713133620,178
4722345620,286
4725878620,97
4728222120,106
4731104120,106
4732867120,115
4733194620,142
4734100120,196
4742320620,223
4748213120,70
4752924120,304
4754715620,79
4759655120,223
4763168620,97
4767133620,88
4777651620,70
4780838120,286
4782712620,79
4792214120,115
4800989620,169
4806067120,70
4813974620,142
4821389620,151
4839640620,151
4857387620,61
4862281120,61
4865121120,124
4868817620,106
4869091620,259
4870054120,88
4872685120,79
4876965620,106
4892162120,160
4893322120,187
4893638120,70
4896108620,115
4899520620,187
4909487120,97
4909618620,232
4915834620,133
4916720120,169
4927981120,133
4930667620,79
4932153620,88
4935959620,151
4938681620,61
4947394120,286
4952265620,88
4952736620,97
4959315620,97
4961377620,61
4964857120,70
4980439120,79
4981858120,259
4988760120,169
4997561620,232
4998989120,70
5004428120,70
5008105620,106
5023141620,79
5026937120,187
5044566620,61
5047879620,97
5050122620,61
5051087620,61
5052005120,70
5054252120,241
5057992120,79
5071106620,133
5073852620,142
5083507620,124
5086675120,106
5087754620,124
5094401120,151
5095250620,115
5096053620,133
5103766620,70
5109742120,79
5113011620,97
5114927620,70
5115042620,160
5121066620,151
5136589120,88
5137699620,106
5138968620,232
5155364120,259
5156831620,70
5159748120,169
5160482120,232
5160945620,115
5161254120,79
5163991620,142
5166303120,88
5170547620,169
5170708120,160
5193942620,160
5194595620,106
5195207620,133
5203578620,124
5214075620,97
5217106620,142
5219059620,214
5219924120,70
5222242120,214
5222584120,160
5224786620,124
5232004620,169
5232038620,160
5233782620,106
5236188620,61
5250661620,169
5250805120,133
5250931120,70
5251412120,124
5258154620,322
5258223620,124
5258845120,79
5267760120,169
5268407120,61
5275278120,115
5277485620,196
5282663120,133
5288515620,133
5289545620,277
5293145620,79
5294256620,61
5296794120,70
5296925620,151
5308092620,304
5319441620,142
5329328620,169
5330829620,250
5331254120,295
5332377120,142
5332784120,124
5339100620,88
5339692120,97
5347061120,322
5354128620,151
5366313120,214
5366611620,124
5368504620,61
5376297620,160
5382477120,169
5384678620,178
5386717120,313
5386832120,151
5387394120,205
5401773120,70
5405194620,259
5408142120,70
5413175120,286
5414459120,124
5415541620,268
5420077120,61
5435630620,124
5436518120,70
5442402620,106
5445180620,178
5449163120,151
5454219620,232
5454586120,160
5461258120,115
5468913120,106
5475606620,61
5476983620,70
5491293120,277
5505333620,151
5511227120,268
5516291120,124
5518863620,124
5521747120,124
5522303120,88
5522783120,169
5524167120,250
5526525620,106
5527330120,322
5534230620,88
5539990620,115
5540741620,106
5542043120,151
5556110620,259
5558081120,214
5560068620,106
5569687120,106
5578412120,277
5588597620,160
5589429620,106
5590042620,79
5590873620,124
5591941120,97
5596912120,214
5604293120,151
5611643120,187
5612698120,133
5622551620,160
5629031620,142
5647402120,88
5647636620,133
5651861120,295
5653181620,133
5658766620,187
5661330620,214
5663955120,70
5664865120,187
5666922120,88
5668905120,178
5674063620,79
5677429120,151
5687153120,79
5689533620,250
5693034120,133
5694831120,97
5703370120,61
5708662120,70
5710319620,250
5715352620,178
5737075120,277
5742950620,88
5745673620,232
5745913620,70
5747465120,70
5753076120,160
5754040620,70
5756828120,88
5768094620,160
5773026120,61
5774858620,88
5776366620,151
5785493120,115
5787090620,88
5789010120,178
5793402620,124
5798882620,106
5802818120,88
5809376120,223
5817275120,70
5820923620,106
5821078120,223
5822681620,97
5823965620,88
5824560620,169
5836995120,61
5841771120,241
5846315620,115
5847327620,169
5851630120,115
5855852620,88
5857357120,268
5862665120,133
5863997620,79
5866615620,115
5869315120,124
5869544120,295
5870694120,160
5874821120,97
5877270620,151
5880502120,187
5883139620,142
5884205120,106
5885017620,169
5886054120,133
5891562620,61
5896454620,160
5896740620,133
5899114120,277
5904200620,79
5915251120,70
5915771120,160
5922421620,88
5923240620,88
5927056620,61
5929596620,178
5929630620,88
5931780620,142
5959365120,61
5970441620,223
5975273120,331
5976205620,124
5978009620,88
5990436120,169
6001072120,223
6004900120,160
6007494620,88
6018571620,304
6021826620,214
6023518120,115
6029915120,133
6044574620,79
6050148120,88
6052095120,142
6056425120,169
6063373620,97
6077244620,115
6082288120,115
6083656120,214
6092048620,88
6093016120,160
6103864620,124
6107572620,97
6109834620,169
6112098620,160
6113319620,115
6122778620,259
6125764620,178
6136461120,205
6152206120,61
6153117620,304
6157796620,88
6166127120,160
6171236620,277
6173288120,232
6174867120,187
6190764620,88
6195891620,61
6202007620,61
6206699620,232
6207899620,97
6209647120,205
6210193120,88
6211549620,160
6217015620,178
6218648620,88
6222521620,133
6226936120,61
6237564620,79
6242163620,88
6250042120,151
6252013620,70
6252265120,142
6260699620,106
6263396620,70
6267323620,169
6273451120,133
6277395620,70
6284145120,133
6290569620,160
6299263120,61
6312538620,187
6318698620,124
6319140620,61
6319970620,61
6324855620,97
6336143120,79
6338360120,169
6339995120,295
6340605620,214
6348717620,61
6350107620,88
6350988620,124
6354181620,196
6354801120,79
6360109120,88
6374042120,70
6376560620,160
6378304620,70
6382348620,106
6382921120,187
6393382620,61
6393812620,88
6394683120,223
6395658620,196
6402832620,70
6410295120,61
6411092620,124
6411338620,61
6412803120,268
6418832620,88
6419634120,79
6428176120,79
6430684120,124
6436696120,79
6439136620,79
6450435620,196
6460197120,106
6460317620,61
6465340120,106
6474180120,205
6474799620,79
6476888120,88
6478641120,88
6514802620,97
6519751620,88
6524613120,88
6535337620,61
6536685620,88
6537469620,142
6541737120,115
6543221620,124
6549336120,160
6554257120,79
6556420620,61
6559020620,88
6567981120,70
6568879620,169
6570223120,169
6571098120,115
6580938120,241
6586742120,142
6593771120,124
6600678120,133
6604451120,61
6607506620,124
6612916120,106
6613058620,115
6616514120,151
6618380120,205
6619413120,160
6621125620,61
6623459120,70
6625498120,106
6626775120,178
6629884120,142
6634981120,169
6647164620,106
6654357120,61
6664541620,313
6671125120,133
6672981120,268
6678458120,142
6687298120,169
6701543620,223
6701910620,241
6702412620,97
6723880120,259
6726629620,61
6727608620,79
6740814620,295
6756253620,115
6756838120,88
6759757620,61
6761624120,70
6772669120,79
6790615620,286
6798581620,97
6798638620,178
6800453120,115
6800871120,187
6805294120,70
6808412620,61
6820019620,106
6821888620,268
6837406620,250
6839990120,214
6841188620,97
6844367120,223
6845722620,115
6851848120,61
6862870120,241
6864207620,97
6867853620,268
6873675620,88
6875183620,79
6877381620,232
6877977620,250
6883501120,187
6886101120,88
6887953620,115
6894217120,133
6894286120,97
6903078620,61
6905184620,142
6919673620,79
6929149620,79
6935771620,79
6940072120,97
6942412620,142
6943833120,268
6944688120,79
6944762620,205
6947267620,151
6948274120,169
6953353120,61
6961370620,205
6964908620,70
6967074620,61
6971289120,214
6980243620,259
6985551120,79
7023059620,133
7024699620,277
7025111620,241
7025425620,142
7027100120,214
7034242120,97
7053238120,133
7059719620,124
7066696120,79
7075707620,187
7079776620,214
7092023620,133
7103497120,178
7106590620,160
7116866120,115
7118608620,250
7123373620,70
7126844120,106
7133412620,214
7134402620,106
7143284120,322
7143909620,187
7145059620,133
7153162120,124
7157837620,79
7160118620,115
7160532620,61
7174711620,187
7182063620,70
7183686120,313
7185014620,115
7187898620,70
7192634120,88
7196875620,97
7197363620,61
7213011620,97
7215027620,232
7215990120,223
7220442120,142
7222248120,295
7227977620,241
7229675120,187
7246632620,178
7250131620,142
7256218120,142
7260352120,151
7261623620,214
7273387120,70
7282998620,106
7283388620,142
7283554120,70
7285602620,61
7296600620,79
7323543120,313
7331104620,214
7335677620,61
7338622620,61
7340677120,151
7341977620,178
7342608620,106
7344553120,178
7344781620,160
7345323120,223
7346294620,70
7347714620,178
7350395120,79
7354166120,79
7357974620,70
7360712620,187
7366535620,79
7376025120,97
7386053120,79
7390827120,70
7391526120,250
7392904120,79
7392972120,187
7397595120,295
7404014120,214
7408574120,331
7416143620,214
7416407620,286
7419178620,79
7424985120,97
7436299620,187
7442637620,223
7446554620,70
7449933620,223
7453199120,304
7453363620,322
7456268120,88
7459968620,70
7467611620,61
7473864120,151
7474109620,133
7480546120,115
7481927620,124
7482577620,88
7490623120,79
7495057120,115
7521325120,97
7522578120,178
7524538620,223
7525535620,88
7554907120,160
7556258120,79
7559239620,205
7560326120,178
7561749120,223
7564053120,205
7568151120,61
7570888620,124
7576787120,61
7576878620,295
7577989120,61
7581165620,97
7582827620,88
7599666620,61
7600836620,61
7609682620,79
7615251620,88
7616327620,97
7621214120,250
7625312620,88
7626281120,115
7626487620,313
7628234620,178
7628911120,160
7629255120,97
7629729620,178
7631976620,259
7634580120,304
7641862620,97
7642763620,196
7645920120,214
7646679120,70
7648098120,187
7658225120,70
7662519120,61
7663056620,187
7664317620,214
7671287120,79
7673874120,205
7682000120,151
7684681620,88
7684898120,70
7685429620,106
7686456620,133
7690701120,79
7693464120,61
7697494620,169
7702563120,79
7707997120,169
7712297620,97
7718950120,142
7720754120,313
7720964620,124
7725393120,115
7726309120,304
7727965620,79
7729745120,97
7734476620,88
7734958620,88
7735651120,142
7750926620,169
7760087120,205
7762680120,97
7775695620,259
7779626120,106
7784722620,232
7791262620,70
7795430120,160
7796292620,160
7799363620,178
7801306120,241
7817016620,124
7828341120,70
7828809120,88
7832045620,79
7841213120,106
7843359120,61
7855811620,79
7857309120,133
7861603120,295
7866518120,196
7876937120,223
7889673120,106
7893513620,97
7894463620,124
7899704620,97
7904557120,196
7914389120,295
7916129120,250
7918119620,142
7921608120,142
7933082120,115
7935834620,61
7938511620,232
7941625120,88
7948365120,250
7953071120,79
7960805620,142
7961233120,115
7964925120,88
7968248620,133
7975637620,187
7976117620,241
7976737620,142
7980905120,133
7993034120,88
7998577120,70
7999150120,151
8005529620,79
8008116620,142
8010738120,124
8013255620,124
8013461620,124
8017567120,88
8018662620,97
8021816120,151
8023174620,124
8024250120,232
8025272620,79
8033963120,70
8036290120,106
8046981620,169
8056258120,160
8057598620,205
8058885620,88
8062143620,133
8062292620,196
8063849120,241
8065897120,79
8068049120,286
8071061620,133
8077172620,124
8081492120,70
8092258620,79
8095545620,259
8096463120,106
8106662120,79
8108347120,151
8109743120,70
8109938120,88
8116076120,133
8117040120,88
8120682120,214
8121061120,106
8121822620,88
8127423120,286
8141637620,169
8143737620,250
8149981120,79
8159033620,115
8163013120,277
8168025120,142
8172270120,79
8180716120,106
8182542620,106
8188037620,160
8196813120,61
8197575620,79
8200843620,115
8206606620,259
8227462120,61
8229763620,142
8255249620,70
8255730120,205
8257245120,160
8264544620,142
8269298620,205
8273485620,268
8286412620,61
8302105120,97
8312186120,70
8312248620,295
8319361120,70
8323704120,88
8326919620,151
8327073120,79
8357640620,151
8361998120,241
8363904620,133
8366622620,79
8370596620,115
8374384620,61
8378419620,88
8379856120,196
8394150620,322
8401918620,97
8402177120,70
8403722620,196
8413694620,169
8428353120,313
8429762620,322
8434828120,187
8435565120,106
8440280120,250
8447006120,61
8447406120,97
8453137620,232
8455744120,268
8458084620,115
8465469120,268
8469787120,187
8481289120,160
8494628120,295
8500940120,160
8505415120,124
8507516620,97
8509998120,61
8513183120,61
8534036620,259
8535071620,79
8535649620,187
8546583620,259
8550791120,169
8554248120,70
8562641120,142
8573417620,268
8574896620,169
8578339120,88
8584467120,313
8602152120,169
8607163620,115
8611237120,133
8616037620,79
8617896620,214
8620109120,187
8639019120,79
8641049120,97
8642760620,79
8644618620,169
8654108620,178
8657469620,88
8657789620,124
8659690120,133
8665011120,286
8679482120,79
8680449120,124
8684780120,205
8685844120,205
8687399620,151
8697247120,133
8698420120,196
8699049120,232
8707503120,304
8710337120,259
8710640620,133
8713001120,106
8729225620,205
8730618620,61
8732685120,277
8733342120,259
8733600620,70
8733927120,79
8742671620,205
8747064620,214
8760072620,241
8765130120,97
8778032620,97
8781088120,79
8790818620,295
8799062620,169
8811779620,169
8816438620,259
8819643620,88
8823378120,142
8824265120,115
8827845620,133
8830138620,160
8842288120,115
8848437620,304
8849315120,187
8854155620,160
8858164120,277
8873869620,79
8877485120,178
8880266120,79
8884768120,61
8887202120,88
8891434120,142
8891514120,214
8895523120,79
8899037120,70
8927202620,169
8938966620,142
8940890120,88
8944103120,241
8953814120,88
8956248620,70
8956826620,106
8963937120,106
8969724120,160
8971859620,115
8980414620,259
8986081120,115
8991467620,160
8995824120,79
9000367620,232
9000534120,79
9007537620,61
9016571120,196
9023275120,97
9023394620,169
9033001120,61
9043051120,205
9043286120,151
9053572120,79
9062853620,232
9066377120,223
9078408620,268
9091626620,178
9092147120,277
9096140120,61
9096523120,250
9099876620,232
9109545120,205
9117317120,160
9121452620,196
9124156620,88
9129052120,97
9132879120,61
9137618620,70
9148274620,115
9155868620,151
9161058620,97
9165325120,160
9168013620,79
9168866620,106
9171203620,205
9200853620,232
9202029120,196
9202885120,151
9210063620,223
9216584620,160
9219361620,97
9220267620,88
9220894120,88
9225720120,178
9235463120,241
9237948620,142
9243368120,259
9245914120,196
9248452620,133
9267355620,106
9271462120,241
9272433620,79
9272657120,232
9281357620,97
9289971620,187
9305748620,97
9308444120,160
9310442620,106
9311308120,79
9319678120,151
9320129120,313
9320753120,214
9323104620,187
9325363620,70
9327072620,295
9329263120,79
9338233620,241
9340921120,79
9342280620,88
9343155120,124
9349755620,97
9355439120,124
9360846120,205
9368167620,97
9384359620,97
9389049620,61
9390067120,79
9402478120,70
9409222620,160
9416032620,241
9424233120,88
9430742620,115
9440293620,232
9445001620,97
9449834120,115
9451051620,88
9460574120,169
9461580120,133
9467377120,88
9468511120,88
9479737120,160
9486894120,223
9487901620,106
9488795120,106
9489504620,106
9503390620,70
9506943120,187
9536674620,133
9542140620,160
9542174620,88
9552581120,61
9556163120,259
9563276620,232
9576542120,259
9584275620,106
9590917620,70
9593992620,250
9597795620,106
9599940620,115
9615701120,79
9617916620,133
9620855120,124
9622965620,187
9626469120,277
9627560120,178
9634229120,214
9635607620,133
9636895620,79
9639691620,106
9646119620,97
9655556620,88
9656710620,70
9657861620,88
9667734120,160
9669921120,250
9672517120,277
9679099120,160
9685059620,178
9685567620,223
9690990620,187
9692540120,277
9694650120,313
9707650120,151
9709664620,97
9729179120,88
9736017620,196
9736677620,286
9739114120,88
9743999620,178
9747537120,169
9753156120,133
9753842120,151
9754541620,106
9759779620,151
9765637120,61
9767470620,88
9769112120,196
9772135120,151
9774319120,223
9777509620,196
9783714120,70
9784755120,124
9795346120,151
9797075120,97
9802983120,88
9804924120,250
9812535620,133
9816881620,205
9818689120,169
9821811120,178
9831435620,106
9837572620,151
9840587120,142
9844026620,178
9860886120,169
9863860120,115
9866983120,214
9876994120,115
9878574120,205
9891563620,124
9898958120,79
9899279120,97
9902324620,205
9906808620,169
9907960620,223
9908081120,196
